customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
25665997,Barkha Sodhi,esom@example.net,911225729546,"H.No. 810, Sarkar Chowk, Rajahmundry 931307",Muzaffarnagar,684302,2024-08-21,Regular,3,1188.1600341796875
25706121,Baghyawati Toor,thomas08@example.com,918493699952,"127
Korpal Street, Kakinada 138460",Srinagar,466303,2024-03-03,Premium,12,1453.6800537109375
25713335,Ojas Sridhar,nbhatnagar@example.org,912511340295,"H.No. 33, Gole Marg, Hubli–Dharwad-959877",Chennai,855454,2024-02-10,New,16,1362.7099609375
25722990,Nidra Radhakrishnan,yauvani33@example.net,911412403640,"236
Zacharia Path, Agartala-384748",Pallavaram,344843,2024-03-13,Regular,16,1409.5999755859375
25747787,Zaid Bobal,dubeyekapad@example.org,913577720112,"086, Mahajan Nagar
Jodhpur-262620",Bikaner,591446,2023-05-31,Inactive,13,835.0599975585938
25770577,Janya Chhabra,sachdevabdul@example.net,919768264030,"546
Sampath Circle, Kurnool 566625",Jaipur,799444,2023-07-17,Regular,17,1095.1300048828125
25795941,Urishilla Dhillon,ryanbath@example.com,912107939692,"04, Barman Street, Bhind 281577",Bhalswa Jahangir Pur,311683,2024-04-14,Regular,10,765.4000244140625
25829710,Saumya Chhabra,gangaverma@example.com,916273990493,"H.No. 13
Sidhu Road, Gorakhpur-295747",Faridabad,289481,2024-01-21,New,4,1894.3199462890625
25850478,Jeevika Taneja,barkha46@example.net,915246025546,"H.No. 65
Balakrishnan Nagar
Ambarnath-424723",Danapur,112691,2024-04-05,Inactive,2,679.3200073242188
25915909,Gaurangi Singh,wallavasudha@example.com,919053658129,"H.No. 903, Nagi Circle
Raipur-607118",Bhimavaram,638420,2024-01-18,New,18,1155.7099609375
25977417,Lohit Sengupta,agarwalamol@example.net,917397766081,"H.No. 985, Sarma Road, Raebareli 726376",Berhampore,363245,2024-04-13,Inactive,11,399.5899963378906
25981385,Chasmum Deol,kala09@example.com,912395846999,"77/335, Vig Chowk
Karaikudi-226233",Kakinada,361736,2023-10-07,New,15,1484.06005859375
26040510,Jasmit Barad,jeetnazareth@example.com,912643679870,"542
Babu Circle, Berhampur 003256",Kadapa,393692,2023-10-03,Premium,5,507.989990234375
26199489,Aarna Gola,hemang36@example.org,915848826456,"28/92
Banerjee Zila
Singrauli-249881",Serampore,555849,2024-07-15,Inactive,11,479.6499938964844
26227445,Krishna Warrior,ishakara@example.com,913316251669,"H.No. 406
Batta Circle, Bikaner-296769",Ghaziabad,632750,2024-09-07,Regular,1,1030.06005859375
26245432,Darika Konda,tanklekha@example.com,912092993789,"830
Saran Path, Dindigul-325356",Tirupati,459997,2024-01-11,Inactive,17,719.0900268554688
26250082,Om Bora,hegdenitara@example.net,918833747830,"H.No. 24
Sani Ganj
Burhanpur-998507",Arrah,557458,2024-10-24,New,1,796.489990234375
26278566,Henry Zachariah,surimaanas@example.org,913265736784,"H.No. 87
Jain Street, Darbhanga-415731",Satna,604955,2024-01-25,New,14,1739.8399658203125
26285589,Bakhshi De,reyanshbarad@example.net,914948508183,"62/286, Rege Chowk, Bhalswa Jahangir Pur-017260",Yamunanagar,962533,2024-10-29,New,15,535.1199951171875
26303194,Janaki Parsa,bhargavanachiket@example.org,911394026169,"49
Varghese Road, Raichur-972279",Pali,544786,2023-04-29,Premium,18,1045.93994140625
26364643,Zehaan Keer,riya25@example.com,919889207512,"88
Bhandari Path, Raurkela Industrial Township 646085",Morena,6749,2024-08-22,Inactive,9,1086.6800537109375
26412689,Yadavi Rastogi,hemanimander@example.net,915932940928,"H.No. 486, Chaudhary Road
Gangtok-942061",Bahraich,693005,2024-06-13,Regular,1,1700.4599609375
26432512,Warhi Iyer,petergrewal@example.net,918533287852,"H.No. 206
Varty Zila
South Dumdum 988271",Khora ,53631,2023-12-17,New,18,1092.52001953125
26521850,Yatin Varma,shahadvika@example.com,910664125053,"29, Kothari Circle, Phusro-901162",Kishanganj,263131,2023-06-10,New,10,215.8699951171875
26592009,Michael Dhingra,mdasgupta@example.org,918994317959,"H.No. 28, Vasa Road
Nagpur 397247",Adoni,16283,2023-11-02,Premium,14,317.8299865722656
26716400,Yamini Dey,neelima32@example.com,916969850891,"95/118, Datta Circle
Farrukhabad-619262",Morena,89227,2023-07-12,Premium,19,1179.280029296875
26752630,Nakul Gade,samuel16@example.net,914583794714,"40/280, Balakrishnan Path, Bongaigaon 601425",Delhi,313960,2024-09-25,Inactive,5,1340.6700439453125
26805477,Xavier Hans,doctoraradhana@example.org,912458797663,"H.No. 02, Deep Ganj
Firozabad 664104",Sambhal,593073,2024-05-28,New,18,1148.4000244140625
26844216,Yochana Babu,sibalmaya@example.com,917007237157,"H.No. 593
Mangat Street
Nagpur-588651",Pali,245058,2024-06-07,Premium,16,927.0700073242188
26863280,Aryan Dewan,balveer31@example.org,916785581966,"54/51, Bora Circle
Ramagundam-730584",Rajkot,80555,2023-11-25,Inactive,8,301.3399963378906
26903313,Chandresh Sandal,chandreshyohannan@example.org,918585668853,"H.No. 834, Mistry Circle, Jalna 276281",Bhimavaram,460961,2023-04-25,Regular,1,284.0
26912171,Jagat Banerjee,sudikshabhatt@example.com,910056698506,"66/690
Gala Zila
Motihari 873668",Rampur,426824,2024-06-21,New,2,386.5400085449219
26935187,Tanveer Yogi,jananikapoor@example.net,913044515316,"51/88
Tandon Circle
Tiruvottiyur 882576",Chandrapur,741984,2023-11-03,Premium,9,919.1199951171875
26936578,Lavanya Bawa,riya23@example.net,917015746909,"H.No. 59
Amble
Pali 954401",Maheshtala,200144,2024-04-05,Regular,5,1610.0699462890625
27038630,Megha Thakkar,zinalsarna@example.com,916726295759,"H.No. 81
Sama Street, Danapur-137828",Fatehpur,393286,2023-04-27,Regular,11,1307.280029296875
27049432,Mitali Shankar,sahotaudarsh@example.net,917330361553,"91/62
Chandra, Ambala-225973",Nagaon,68240,2023-07-08,Premium,1,1866.1600341796875
27304727,Farhan Patel,daveekavir@example.com,912172076008,"51/41
Arora Path, Gopalpur 325615",Tiruvottiyur,372198,2024-03-26,Regular,8,1675.0400390625
27304827,Arjun Bhardwaj,jason04@example.org,912458388214,"H.No. 452
Bobal Path, Medininagar-979279",Coimbatore,986968,2024-06-01,Premium,9,1736.280029296875
27336589,Bishakha Bhargava,siyathakur@example.org,916632910288,"41/83, Walia Path, Pune 923796",Ghaziabad,702025,2023-12-28,New,11,678.0499877929688
27353891,Gabriel Ahluwalia,tahuja@example.com,917146866075,"295, Varty
Jabalpur-431897",Parbhani,889940,2023-06-25,Premium,20,1110.6099853515625
27381533,Zayan Guha,bahriforum@example.net,916631495305,"64/71, D’Alia Circle
Kochi 188675",Rampur,831630,2023-08-06,Premium,9,1414.8299560546875
27416314,Anika Hari,garima95@example.org,912296472054,"91, Ramanathan Nagar, Bhatpara-172778",Kanpur,803498,2024-03-02,Inactive,3,820.5999755859375
27504517,Rayaan Gupta,tailorsimon@example.org,918679065841,"77, Mital Path
Rajahmundry 334280",Bardhaman,833561,2023-06-30,New,18,1175.699951171875
27513158,Dev Taneja,unadig@example.net,912759325069,"H.No. 764, Padmanabhan Chowk
Sirsa 804300",Aizawl,769023,2024-03-05,New,7,1387.81005859375
27586115,Maanas Batra,aarinisoni@example.com,919162948835,"24/98
Mukherjee Marg
Karnal-610976",Jamnagar,145067,2023-11-25,Inactive,1,1908.18994140625
27604184,Tripti Nadig,tmaster@example.com,918533188202,"04/18
Maharaj Zila
Pudukkottai 529324",Nandyal,279361,2023-10-06,New,9,1108.8599853515625
27620326,Chasmum Sahni,grovercharan@example.com,913953311360,"H.No. 789
Dave Street
Dhule-392337",Tezpur,129682,2024-07-17,Regular,1,1126.02001953125
27692428,Warjas Tara,akshaydeshmukh@example.com,912462598771,"859, Kumar Nagar, Chittoor-489508",Chennai,691326,2024-05-29,Regular,11,1889.949951171875
27694927,Vedant Chandra,bhavikadara@example.org,910304045215,"H.No. 46
Oak Path, Dewas 419841",Nagpur,711139,2024-06-11,Premium,8,267.32000732421875
27698051,Mitesh Savant,indalimane@example.net,914958966273,"H.No. 391
Batra Street
Nangloi Jat 215269",Gandhinagar,229507,2023-07-30,Premium,19,978.8099975585938
27709218,Ryan Dhingra,rthaman@example.org,917199410362,"H.No. 69, Kadakia Chowk
Bilaspur-453013",Dindigul,36144,2024-04-26,Regular,18,1872.0899658203125
27727819,Lavanya Bhasin,vidhidixit@example.org,910017275424,"69, Mohanty Nagar
Bhopal-712953",Nagercoil,165069,2023-10-28,Inactive,8,1175.47998046875
27746432,Eesha Rajagopal,solankiekaraj@example.net,919524741272,"H.No. 79, Dave Path
Sultan Pur Majra-296590",Bangalore,836547,2023-07-29,Inactive,10,1261.3499755859375
27824078,Caleb Ramakrishnan,duaeshana@example.com,913638102635,"H.No. 454
Wali Path
Rourkela-757587",Jalna,664273,2024-09-15,Inactive,12,972.7100219726562
27878182,Qabil Lata,aarnav41@example.com,910674077181,"76/44, Lata
Jhansi-232629",Thoothukudi,474639,2023-03-30,Inactive,1,1023.510009765625
27955158,Abeer Kamdar,aaggarwal@example.net,917947344705,"H.No. 535, Nair Path
Kurnool 247765",Shivpuri,950386,2024-03-16,New,13,1659.72998046875
27971619,Wriddhish Anne,jbhalla@example.org,914196026115,"19/372, Batra Nagar
Jodhpur-951616",Mirzapur,466962,2023-10-11,New,3,1691.3199462890625
28111842,Charles Kannan,amrita30@example.org,915274016671,"55
Setty Ganj
Bijapur-974804",Tirunelveli,734693,2024-09-09,Premium,8,1892.449951171875
28173165,Gayathri Padmanabhan,william12@example.net,911080434470,"H.No. 578, Sharma Path, Jhansi 265422",Srikakulam,743644,2023-08-09,Inactive,15,545.7100219726562
28205701,Vedika D’Alia,dhillonthomas@example.com,912668365905,"76/920
Reddy Ganj, Motihari-005549",Panvel,289627,2024-10-25,Inactive,10,1286.02001953125
28221067,Ekansh Tandon,isen@example.org,911488381475,"534, Dugar Zila, Muzaffarpur 425279",Agra,119724,2024-10-21,Regular,6,998.9500122070312
28277304,Chaitanya Mann,hemalall@example.com,915423222756,"18/80, Lad, Bhalswa Jahangir Pur 775594",Haridwar,159776,2024-02-14,Inactive,14,1681.5799560546875
28280172,Gaurang Dutta,johalekbal@example.org,917414677366,"H.No. 92
Chhabra Nagar
Bhopal 631149",Amravati,711598,2023-06-19,Premium,14,968.9500122070312
28286754,Bina Setty,nandini67@example.org,912983108244,"H.No. 864, Subramanian Ganj, Dibrugarh-834044",Singrauli,463264,2024-03-18,Regular,16,1337.1800537109375
28289030,Sarthak Parmar,cgulati@example.net,914141149452,"37
Ganesan Marg
Nangloi Jat-417273",Dehri,383972,2024-10-11,Regular,11,1739.5400390625
28350645,Alka Srinivasan,xtalwar@example.org,917083212594,"623, Bassi Chowk, Patiala-864851",Ratlam,360999,2024-01-12,Inactive,9,553.0
28394354,Yatin Mohanty,nathaniel49@example.net,916198848793,"06/380, Mitra Circle
Jorhat 587416",Kumbakonam,269616,2024-03-31,Regular,19,1546.1300048828125
28413467,Leena Mane,kandachakradhar@example.org,910987770255,"45
Saini, Kumbakonam-396116",Kolhapur,541139,2024-07-24,New,16,1451.81005859375
28428852,Libni Dada,pranit07@example.net,916086959184,"04/861, Kaul Chowk
Sikar-365292",Mira-Bhayandar,367282,2023-04-11,Inactive,7,872.25
28458746,Dalaja Borde,murtybhavani@example.net,913737459258,"H.No. 069, Sachar Chowk
Munger 082064",Bulandshahr,97442,2023-09-14,New,12,1998.489990234375
28499191,Amara Patel,duaakshay@example.com,917550026872,"98, Sen Ganj
Secunderabad-632862",Thoothukudi,190084,2023-07-24,Premium,11,1018.2000122070312
28603182,Karan Narayan,zaid12@example.net,915668029297,"470
Ravi Ganj, Ulhasnagar-033422",South Dumdum,663469,2024-08-02,New,11,490.1300048828125
28663279,Sai Bhatia,xchoudhry@example.org,912901668937,"14/344
Malhotra Road, Ahmedabad-019006",Jamnagar,321770,2023-03-30,Premium,6,1539.1500244140625
28876580,Udant Doshi,pradhanzayyan@example.org,915300616858,"H.No. 62, Singh Nagar, Srikakulam 903827",North Dumdum,638995,2023-12-18,Inactive,15,476.3399963378906
28991365,Avi Menon,rachitapandey@example.com,917703806581,"04/26
Narain Street, Meerut-759858",Jamnagar,449419,2024-03-20,New,20,459.1000061035156
28995786,Vanya Swamy,chamansami@example.org,912326402054,"26
Pandey Road, Gandhidham 757066",Bardhaman,985614,2024-10-02,Inactive,20,1706.1099853515625
29038113,Wridesh Vyas,hamsini20@example.net,910173547629,"H.No. 190, Gandhi Path
Phusro 927759",Kalyan-Dombivli,119441,2024-06-10,New,18,875.3200073242188
29095552,Gunbir Vala,sathvikbala@example.com,911939422010,"49/46
Mangal
Morena-353261",Amritsar,893254,2023-04-19,Inactive,17,1617.6300048828125
29097987,Matthew Subramanian,samuel89@example.net,910735951192,"H.No. 42
Korpal Zila
Kollam 079499",Hosur,56400,2024-04-23,Inactive,12,224.41000366210938
29265216,Samuel Buch,ethankala@example.com,919408407178,"05
Wable Nagar, Varanasi-387829",Bidar,638496,2024-04-22,New,3,609.489990234375
29272253,Brijesh Nadkarni,gaurangigarg@example.com,915986579788,"52
Subramaniam Road, Ozhukarai-599981",Kolhapur,373917,2024-09-19,New,18,1282.699951171875
29324437,Radhika Bains,nram@example.org,918868584547,"830
Nagar Zila, Buxar 534238",Nanded,869550,2024-08-19,Premium,11,1915.27001953125
29361038,Idika Gade,oscarchaudhari@example.com,913433025314,"09/56
Palla Street, Bhatpara-222615",Aurangabad,160138,2023-08-14,New,19,282.0
29415527,Abha Behl,yastidin@example.net,915501942609,"13/08
Toor Circle
Dindigul-600955",Pudukkottai,675974,2024-04-22,Regular,11,498.2099914550781
29431960,Jagdish Manda,hredhaan09@example.org,914683221848,"954
Misra Marg
Dhule 966285",Etawah,741828,2024-02-09,Premium,5,1602.3499755859375
29451600,Max Shankar,bchoudhry@example.com,919631255198,"H.No. 89, Babu Zila, Bangalore 287095",Amritsar,191584,2023-04-15,New,5,1882.68994140625
29502852,Andrew Vasa,aarush91@example.org,918622182317,"061
Tank
Asansol 810831",Dibrugarh,870715,2024-08-28,New,18,1995.3699951171875
29525287,Theodore Dhar,sachidutt@example.net,913787903128,"H.No. 736, Brar Street
Darbhanga-292274",Bhimavaram,891343,2023-11-16,Premium,15,1976.97998046875
29562072,Edhitha Ranganathan,yashawini55@example.net,914683223867,"09, Soman Marg, Guna 345092",Hindupur,976259,2023-08-10,New,10,1449.0
29562254,Devansh Murty,niteshdeshpande@example.com,910288856856,"07/32
Ghosh Street, Nagercoil 485520",Jaunpur,853545,2023-07-19,Inactive,19,1290.1400146484375
29584848,Lucky Chada,devganesan@example.org,911154995125,"H.No. 95
Iyengar Circle
Dhule-728048",Dehri,469757,2024-10-03,Premium,11,1212.0400390625
29600229,Tamanna Borde,hyadav@example.net,911807223129,"24/53, Sachdev Road
Visakhapatnam-358363",Gulbarga,402619,2024-01-14,Inactive,18,1491.6500244140625
29653387,Aradhana Rout,fitannadig@example.net,919575514954,"H.No. 02
Dutt Road
Davanagere-916145",Malda,599799,2024-04-26,New,12,519.72998046875
29664214,Vrishti Chopra,csankaran@example.com,913753459289,"57, Gala Circle, Bhavnagar-180888",Chennai,979766,2024-01-08,Regular,13,553.6500244140625
29689766,Pallavi Kala,madhav18@example.org,910804509973,"H.No. 983
Setty Path, Mira-Bhayandar 331770",Tenali,243885,2023-03-20,New,14,967.010009765625
29858395,Patrick Rout,aayushpal@example.net,915523705895,"354, Bali Street
Pondicherry-996500",Hospet,511481,2024-09-03,Inactive,16,442.1600036621094
29902416,Falak Choudhry,gautampandit@example.org,919002751510,"08/63
Bhatt Path
Khammam-521999",Tenali,401415,2023-07-17,Inactive,18,1010.1099853515625
29941225,Oviya Bhandari,luke76@example.net,912280961075,"25, Bava Circle, Rajahmundry-530281",Chapra,556077,2024-06-25,Premium,3,689.1099853515625
29973346,Pranit Sane,panchaljasmit@example.com,912794025384,"503
Memon Nagar, Jehanabad-859439",Sambhal,521032,2024-02-02,Premium,1,1786.8499755859375
30029998,Ishwar Edwin,khuranaanusha@example.net,915414846542,"95/10, Chada, Pimpri-Chinchwad-575371",Hazaribagh,654240,2024-09-01,New,9,863.2999877929688
30042971,Garima Morar,ubikaoak@example.com,914912601454,"H.No. 786
Sarin Marg, Sasaram 292673",Rewa,416519,2024-10-12,Regular,8,863.9000244140625
30065862,Urishilla Hegde,ydeo@example.org,910400446367,"H.No. 330
Rana Path, Sagar 712033",Allahabad,911359,2024-09-02,Regular,13,749.9500122070312
30116949,Harshil Pathak,janakisaraf@example.com,915552299405,"09
Sha, Chinsurah 561052",Nadiad,981634,2023-08-23,Inactive,5,1535.469970703125
30188374,Naveen Chakrabarti,manbir37@example.org,910399858374,"01, Ramakrishnan Ganj, Bhavnagar-851185",Haldia,400684,2024-03-28,New,15,915.530029296875
30192942,Darika Raj,indalisunder@example.net,912817982930,"45
Shroff Zila, Bhiwani 555758",Jodhpur,907183,2024-02-04,Premium,8,1400.719970703125
30265929,Nandini Brahmbhatt,dixitganga@example.org,917876111371,"32/39
Natt Ganj
Thrissur-034713",Nizamabad,844891,2024-08-04,Premium,15,1388.3299560546875
30285217,Isha Sahni,upalla@example.net,912925135279,"27, Rajan Street
Buxar-287946",Parbhani,275327,2023-09-23,Premium,11,334.010009765625
30317733,Janani Sawhney,amritaoommen@example.com,912691824202,"H.No. 27, Kara Road, Ranchi-263406",Durgapur,98666,2024-06-28,Inactive,12,569.1599731445312
30367559,Bhavna Guha,isabharwal@example.com,916618110362,"H.No. 38
Prabhu Nagar, Gorakhpur-773747",Aligarh,885164,2024-09-29,Regular,6,1419.5999755859375
30373140,Sai Dhingra,jnagarajan@example.com,911350209612,"H.No. 191
Sarraf Path, Guntur-844266",Kishanganj,125766,2024-07-28,Regular,2,596.7100219726562
30447453,Jagrati Lad,bjain@example.com,914094100272,"379, Cherian Zila, Panihati 138451",Thanjavur,425881,2023-06-01,Premium,14,389.3900146484375
30455484,Lajita Ravel,agateamrita@example.com,917635370470,"H.No. 62
Talwar Zila, Rampur-538869",Katni,819570,2023-05-08,New,2,1001.6400146484375
30468930,Nirja Manda,chavvisavant@example.com,912288937357,"H.No. 723
Shankar Marg, Bhiwani-677157",Gandhinagar,478625,2024-05-24,Regular,6,1449.81005859375
30535703,Dev Comar,jmurthy@example.net,919081513994,"H.No. 353
Ramakrishnan Street, Begusarai-376450",Morbi,267760,2024-06-06,Regular,3,301.9599914550781
30619659,Lohit Kalla,vincent81@example.com,914466575315,"58/882, Ramanathan
Nashik 371218",Kochi,400041,2024-09-18,Inactive,14,1992.4200439453125
30643619,Ethan Nagi,dmukherjee@example.com,919871390677,"219, Ratti Street
Gwalior 736989",Shimla,499186,2024-03-31,Inactive,5,1084.469970703125
30733165,Gaurang Grewal,gramesh@example.org,916506983114,"94/94, Hayer Ganj, Dhanbad-672298",Ujjain,119364,2024-05-10,Inactive,10,1609.1099853515625
30755306,Divya Kakar,samakshravel@example.org,918218551992,"47/88
Dubey Zila
Ambattur-437317",Bhilwara,523338,2024-06-14,Inactive,9,555.6699829101562
30767655,Aarnav Issac,onimandal@example.com,918546207158,"H.No. 824
Goel, Miryalaguda-574451",Karnal,942916,2024-06-05,Regular,15,698.8699951171875
30788486,Vrishti Mittal,madanfaraj@example.org,917284058772,"75, Goel Path, Pimpri-Chinchwad 654563",Bhimavaram,643683,2024-03-01,New,11,328.57000732421875
30823988,Owen Sangha,ladlimisra@example.org,918027678242,"58
Bhardwaj Circle
Raipur 307531",Deoghar,787767,2024-03-25,Premium,9,1525.8499755859375
30891209,Azaan Bora,manan23@example.org,913519053638,"381, Balan Circle, Anand 910232",Gudivada,347450,2024-07-22,New,1,1815.3499755859375
30900441,Omaja Misra,badamiaarnav@example.org,912015902923,"H.No. 451, Bahri Marg
Bijapur-550836",Khora ,130415,2024-07-25,New,18,1509.239990234375
30979436,Diya Chaudry,jchaudhary@example.net,910475672137,"H.No. 116
Dani Road, Gopalpur-838761",Ozhukarai,57642,2024-07-26,Regular,17,422.510009765625
31000129,Lohit Kaur,siddharth81@example.net,913242653438,"448, Rajagopal Ganj
Bhubaneswar-587599",Raichur,396599,2024-03-29,Premium,18,1120.6400146484375
31026200,Saksham Garg,suhani16@example.net,912089281317,"43/18, Chaudhuri Road, Tirunelveli 430798",Kavali,690956,2024-03-18,New,13,285.0199890136719
31076002,Urvi Wali,rachit18@example.net,910697271551,"H.No. 94, Nanda
Karnal 471409",Tinsukia,177431,2023-05-19,New,5,1389.1400146484375
31084686,Jai Ramaswamy,ylad@example.net,914211350551,"60/650, Yogi Road
Baranagar 657937",Aurangabad,587018,2024-06-20,Regular,4,893.5499877929688
31156674,Aarav Jaggi,golalila@example.net,916561972279,"04/919
Vaidya Zila, Bettiah-369312",Jamnagar,457035,2024-04-07,Inactive,3,1552.4200439453125
31233120,Veer Krish,mitesh54@example.org,916780556163,"60/849
Venkatesh Road
Navi Mumbai-093276",Lucknow,9792,2024-05-03,Regular,2,555.760009765625
31324823,Utkarsh Biswas,hbarad@example.com,912367516284,"04/775, Dhingra Chowk, Varanasi 384485",Fatehpur,277910,2023-09-16,New,14,414.1499938964844
31328762,Vanya Sanghvi,banikishita@example.net,911933280674,"H.No. 98
Balasubramanian Path
Jamshedpur 087164",Durg,198685,2024-03-08,Premium,5,941.9000244140625
31371112,Osha Chad,babujoshua@example.org,915023632803,"H.No. 48
Kamdar
Salem 078745",Darbhanga,351799,2023-11-17,Regular,5,231.41000366210938
31384626,Tanay Desai,hayremeera@example.net,910280652187,"610
Parikh Nagar
Thiruvananthapuram-208098",Nangloi Jat,65311,2024-06-13,Regular,13,600.9500122070312
31389750,Advika Bala,praneelmorar@example.com,918556395895,"42/949
Dani Chowk, Raipur 625479",Karaikudi,251735,2023-08-18,New,18,1600.6600341796875
31410886,Ayush Manda,finnraman@example.com,917625393535,"56/79, Shere Nagar
Pallavaram-288622",Sasaram,122681,2024-05-20,Inactive,9,757.75
31456752,Henry Borah,ramachandrankavya@example.com,916419690294,"H.No. 046, Cherian Road, Jamnagar 499840",Thanjavur,988334,2024-06-21,Premium,16,1337.4300537109375
31527100,Triya Tailor,kamalasankaran@example.org,915113709301,"77/42, Buch Circle, Kharagpur 515901",Ratlam,816490,2023-11-21,Inactive,12,1830.1300048828125
31537100,Rajata Sampath,ekiya53@example.org,914977793125,"H.No. 253, Sundaram Chowk, Pondicherry-876626",Kozhikode,147671,2024-02-16,Regular,13,917.3200073242188
31569754,Edhitha Kumer,psibal@example.org,913043537177,"721, Koshy Ganj
Gulbarga 881971",Bilaspur,556983,2024-02-02,Regular,6,845.4099731445312
31576845,Chasmum Raman,bimalaanne@example.org,914433885067,"01/925, Goda Zila
Ahmedabad-481472",Madurai,6864,2023-07-07,New,12,1389.9599609375
31582950,Bhavya Khalsa,advaithtata@example.com,914142910319,"098, Dhawan Chowk, Dhanbad-430781",Jhansi,945972,2023-12-20,New,13,586.75
31619915,Joshua Trivedi,dnair@example.net,912053725463,"75/382, Sengupta Ganj
Madurai-669210",Gandhinagar,297641,2024-06-09,New,13,722.4500122070312
31622158,Omya Modi,bailjonathan@example.com,919629355011,"H.No. 399
Yadav Marg, Mango 503337",Kolhapur,478462,2023-05-06,New,20,504.1499938964844
31681710,Udant Prabhakar,nachiket85@example.net,914377591231,"H.No. 30, Gole Chowk, Faridabad-856742",Panchkula,728463,2024-01-06,Regular,15,223.11000061035156
31708103,Kabir Mani,gaurang03@example.org,917121002615,"85/279, Krishnan Chowk, Bhiwandi 709482",Gudivada,479673,2023-09-25,New,1,769.1900024414062
31718565,Andrew Wable,jackson06@example.org,913875006343,"77, Dhar Zila
Kozhikode-400515",Durgapur,16828,2024-05-29,Regular,6,245.16000366210938
31776996,Bhavya Shankar,bavakai@example.com,918135472883,"09/679, Wali Chowk
Ongole 073167",Madanapalle,643542,2024-04-13,New,12,872.260009765625
31831843,Aarini Bir,htailor@example.com,919194767607,"H.No. 39, Sura Street
Shahjahanpur-125310",Machilipatnam,762247,2023-03-28,Inactive,10,1284.27001953125
31846190,Charan Choudhary,tristantank@example.org,913765675938,"23/56, Kadakia Marg
Patna-321511",Kolkata,264654,2024-09-08,New,4,1176.1800537109375
31914222,Rajeshri Lad,uraj@example.org,917055035409,"89, Oza Circle, Chandrapur-723479",Bhilwara,757778,2024-09-29,Inactive,4,380.489990234375
31923338,Ishwar Goyal,ejaggi@example.com,917810888270,"H.No. 491, Ram Marg
Belgaum 471793",Yamunanagar,838368,2024-03-13,New,8,1166.8299560546875
31940833,Urmi Amble,anita28@example.net,918224618920,"H.No. 083, Bajwa, Rewa-343147",Karawal Nagar,452880,2023-07-31,New,4,1515.800048828125
31978160,Kiaan Khare,januja42@example.net,913690372079,"H.No. 76, Sharma Zila
Bharatpur 622055",Saharanpur,506540,2024-05-01,New,8,1881.6099853515625
31981068,Hemang Sarkar,msinghal@example.com,919096558393,"19/83, Mohanty Street
Korba-913410",Shivpuri,990270,2023-06-12,Regular,20,546.25
31991019,Gauri Dhar,dominicperi@example.net,912387333651,"53/402
Gola Zila, Ulhasnagar 941321",New Delhi,151851,2023-09-28,Regular,12,1231.06005859375
32003512,Advaith Sarkar,bordemadhav@example.org,919872979268,"29/70
Kashyap Circle
Sagar 543324",Sasaram,476326,2024-10-18,Premium,4,1863.050048828125
32006907,Mohammed Din,egandhi@example.com,914064496995,"H.No. 00
Contractor Street, Hindupur-954443",Guwahati,192156,2023-09-28,Regular,13,879.6599731445312
32019725,Tarak Rout,nitarabatta@example.net,918312294019,"H.No. 952, Munshi Zila
Pondicherry 250063",Panchkula,791364,2024-01-19,Premium,19,1169.9599609375
32054313,Jai Char,rajayutika@example.com,913213214979,"72
Keer Road, Gandhidham-879715",Raurkela Industrial Township,537597,2024-10-03,Regular,2,340.1499938964844
32203588,Krish Srinivas,agastya33@example.org,916712649181,"51/956
Krish Road
Tezpur-618176",Berhampur,622176,2024-04-06,Premium,9,1678.3800048828125
32293017,Samarth Kapoor,mandalmohammed@example.org,913363867219,"H.No. 700, Sidhu Road, Gudivada-131588",Gudivada,371366,2024-01-21,Inactive,16,691.2899780273438
32426778,Falguni Kapadia,jdivan@example.net,917300449566,"H.No. 55
Khatri Circle, Jalna 323326",Naihati,484917,2024-05-27,Inactive,14,304.05999755859375
32500305,Ridhi Khatri,anthonydey@example.net,914334213807,"825
Arya Street
Deoghar 673152",Orai,277971,2024-06-09,New,5,362.5299987792969
32527479,Nidhi Varkey,krishakaul@example.org,915761360776,"H.No. 901
Pau Ganj, Munger-041682",Jorhat,597322,2023-11-04,Regular,19,896.8200073242188
32540616,Jairaj Sehgal,bumblaban@example.net,919482516095,"765, Sani Nagar
Fatehpur-530586",Nellore,40785,2024-03-21,New,5,1614.27001953125
32564478,Ekbal Dubey,wsrinivasan@example.com,910924609236,"H.No. 620
Dube Chowk
Katni-733668",Kishanganj,330178,2024-06-24,Premium,5,211.3000030517578
32585389,Abhimanyu Sachdeva,daksheshdave@example.net,917845894228,"36/52
Mane Street
Rohtak 670007",Howrah,717606,2023-11-13,Premium,3,1378.77001953125
32595806,Radha Bhardwaj,mchatterjee@example.com,919025510710,"65
Thaker Path, Ranchi 954884",Chandigarh,980380,2024-05-30,Inactive,19,442.1300048828125
32635818,Panini Natt,amara35@example.org,918853428038,"59/87
Soni Nagar, Thrissur 291065",Loni,270937,2024-03-16,Regular,12,603.0
32656885,Xiti Sane,nyadav@example.net,918698992003,"10, Chana Street, Thiruvananthapuram-939172",Durgapur,278727,2023-08-01,New,1,309.42999267578125
32797235,Shravya Chandran,bhargavanicholas@example.com,912314097600,"H.No. 746, Chaudry Marg
Vadodara-727395",Guntakal,417102,2023-11-29,Regular,1,1709.9599609375
