2025-10-28 21:21:34,322 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-29 20:12:26,310 | INFO | root | duplicates_removed: 0
2025-10-29 20:12:26,310 | INFO | root | missing_before: {'product_id': 0, 'product_name': 0, 'category': 0, 'brand': 0, 'price': 0, 'mrp': 0, 'margin_percentage': 0, 'shelf_life_days': 0, 'min_stock_level': 0, 'max_stock_level': 0}
2025-10-29 20:12:26,310 | INFO | root | final_rows: 268
2025-10-29 20:12:26,311 | INFO | root | rows_removed_total: 0
2025-10-29 20:12:26,757 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-29 20:12:26,955 | INFO | root | initial_rows: 186600
2025-10-29 20:12:26,955 | INFO | root | initial_missing: {'area': 0, 'date': 0, 'temperature': 0, 'precipitation': 0}
2025-10-29 20:12:26,955 | INFO | root | duplicates_removed: 0
2025-10-29 20:12:26,956 | INFO | root | rows_removed_missing_date: 0
2025-10-29 20:12:26,956 | INFO | root | final_rows: 186600
2025-10-29 20:12:26,956 | INFO | root | rows_removed_total: 0
2025-10-29 20:12:26,957 | INFO | root | final_missing: {'area': 0, 'date': 0, 'temperature': 0, 'precipitation': 0}
2025-10-29 20:12:27,406 | ERROR | data_pipeline | Failed to fetch table 'blinkit_inventory': Execution failed on sql 'SELECT * FROM blinkit_inventory;': ('42S02', "[42S02] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Invalid object name 'blinkit_inventory'. (208) (SQLExecDirectW)")
2025-10-29 20:12:27,413 | WARNING | data_pipeline | blinkit_inventory: No data returned. Skipped.
2025-10-29 20:14:38,129 | INFO | data_pipeline | Loaded CSV 'blinkit_inventory.csv' with 75172 rows, 4 columns
2025-10-29 20:14:38,844 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-29 20:14:38,893 | INFO | root | CLEANING REPORT: blinkit_orders
2025-10-29 20:14:38,893 | INFO | root | initial_rows: 5000
2025-10-29 20:14:38,893 | INFO | root | duplicates_removed: 0
2025-10-29 20:14:38,893 | INFO | root | missing_before: {'order_id': 0, 'customer_id': 0, 'order_date': 0, 'order_total': 0, 'payment_method': 0, 'store_id': 0, 'promised_delivery_time': 0, 'actual_delivery_time': 0, 'delivery_status': 0}
2025-10-29 20:14:38,894 | INFO | root | outliers_removed: 3
2025-10-29 20:14:38,894 | INFO | root | final_rows: 4997
2025-10-29 20:14:38,894 | INFO | root | rows_removed_total: 3
2025-10-29 20:14:38,962 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-29 20:14:38,970 | INFO | root | CLEANING REPORT: blinkit_order_items
2025-10-29 20:14:38,970 | INFO | root | initial_rows: 5000
2025-10-29 20:14:38,970 | INFO | root | duplicates_removed: 0
2025-10-29 20:14:38,971 | INFO | root | missing_before: {'order_id': 0, 'product_id': 0, 'quantity': 0, 'unit_price': 0}
2025-10-29 20:14:38,971 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:14:38,971 | INFO | root | final_rows: 5000
2025-10-29 20:14:38,971 | INFO | root | rows_removed_total: 0
2025-10-29 20:14:39,012 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-29 20:14:39,022 | INFO | root | CLEANING REPORT: blinkit_customers
2025-10-29 20:14:39,022 | INFO | root | initial_rows: 2500
2025-10-29 20:14:39,023 | INFO | root | missing_before: {'customer_id': 0, 'area': 0, 'pincode': 0, 'registration_date': 0, 'customer_segment': 0, 'total_orders': 0, 'avg_order_value': 0}
2025-10-29 20:14:39,023 | INFO | root | duplicates_removed: 0
2025-10-29 20:14:39,023 | INFO | root | final_rows: 2500
2025-10-29 20:14:39,024 | INFO | root | rows_removed_total: 0
2025-10-29 20:14:39,071 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-29 20:14:39,086 | INFO | root | CLEANING REPORT: blinkit_marketing_performance
2025-10-29 20:14:39,086 | INFO | root | initial_rows: 5400
2025-10-29 20:14:39,087 | INFO | root | duplicates_removed: 0
2025-10-29 20:14:39,087 | INFO | root | missing_before: {'campaign_id': 0, 'campaign_name': 0, 'date': 0, 'channel': 0, 'impressions': 0, 'clicks': 0, 'conversions': 0, 'spend': 0, 'revenue_generated': 0}
2025-10-29 20:14:39,087 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:14:39,088 | INFO | root | final_rows: 5400
2025-10-29 20:14:39,088 | INFO | root | rows_removed_total: 0
2025-10-29 20:14:39,127 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-29 20:14:39,135 | INFO | root | CLEANING REPORT: blinkit_products
2025-10-29 20:14:39,135 | INFO | root | initial_rows: 268
2025-10-29 20:14:39,135 | INFO | root | duplicates_removed: 0
2025-10-29 20:14:39,135 | INFO | root | missing_before: {'product_id': 0, 'product_name': 0, 'category': 0, 'brand': 0, 'price': 0, 'mrp': 0, 'margin_percentage': 0, 'shelf_life_days': 0, 'min_stock_level': 0, 'max_stock_level': 0}
2025-10-29 20:14:39,136 | INFO | root | final_rows: 268
2025-10-29 20:14:39,136 | INFO | root | rows_removed_total: 0
2025-10-29 20:14:39,141 | WARNING | data_pipeline | blinkit_weather_data: No data available. Skipped.
2025-10-29 20:14:39,187 | INFO | root | initial_rows: 75172
2025-10-29 20:14:39,188 | INFO | root | duplicates_removed: 0
2025-10-29 20:14:39,188 | INFO | root | missing_before: {'product_id': 0, 'date': 0, 'stock_received': 0, 'damaged_stock': 0}
2025-10-29 20:14:39,188 | INFO | root | rows_removed_missing_pk: 0
2025-10-29 20:14:39,188 | INFO | root | missing_after: {'product_id': 0, 'date': 0, 'stock_received': 0, 'damaged_stock': 0}
2025-10-29 20:14:39,188 | INFO | root | final_rows: 75172
2025-10-29 20:14:39,189 | INFO | root | rows_removed_total: 0
2025-10-29 20:15:14,923 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-29 20:15:14,947 | INFO | root | CLEANING REPORT: blinkit_orders
2025-10-29 20:15:14,948 | INFO | root | initial_rows: 5000
2025-10-29 20:15:14,948 | INFO | root | duplicates_removed: 0
2025-10-29 20:15:14,948 | INFO | root | missing_before: {'order_id': 0, 'customer_id': 0, 'order_date': 0, 'order_total': 0, 'payment_method': 0, 'store_id': 0, 'promised_delivery_time': 0, 'actual_delivery_time': 0, 'delivery_status': 0}
2025-10-29 20:15:14,949 | INFO | root | outliers_removed: 3
2025-10-29 20:15:14,949 | INFO | root | final_rows: 4997
2025-10-29 20:15:14,949 | INFO | root | rows_removed_total: 3
2025-10-29 20:15:15,016 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-29 20:15:15,021 | INFO | root | CLEANING REPORT: blinkit_order_items
2025-10-29 20:15:15,021 | INFO | root | initial_rows: 5000
2025-10-29 20:15:15,022 | INFO | root | duplicates_removed: 0
2025-10-29 20:15:15,022 | INFO | root | missing_before: {'order_id': 0, 'product_id': 0, 'quantity': 0, 'unit_price': 0}
2025-10-29 20:15:15,022 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:15:15,022 | INFO | root | final_rows: 5000
2025-10-29 20:15:15,023 | INFO | root | rows_removed_total: 0
2025-10-29 20:15:15,064 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-29 20:15:15,072 | INFO | root | CLEANING REPORT: blinkit_customers
2025-10-29 20:15:15,072 | INFO | root | initial_rows: 2500
2025-10-29 20:15:15,072 | INFO | root | missing_before: {'customer_id': 0, 'area': 0, 'pincode': 0, 'registration_date': 0, 'customer_segment': 0, 'total_orders': 0, 'avg_order_value': 0}
2025-10-29 20:15:15,073 | INFO | root | duplicates_removed: 0
2025-10-29 20:15:15,073 | INFO | root | final_rows: 2500
2025-10-29 20:15:15,073 | INFO | root | rows_removed_total: 0
2025-10-29 20:15:15,119 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-29 20:15:15,130 | INFO | root | CLEANING REPORT: blinkit_marketing_performance
2025-10-29 20:15:15,131 | INFO | root | initial_rows: 5400
2025-10-29 20:15:15,131 | INFO | root | duplicates_removed: 0
2025-10-29 20:15:15,132 | INFO | root | missing_before: {'campaign_id': 0, 'campaign_name': 0, 'date': 0, 'channel': 0, 'impressions': 0, 'clicks': 0, 'conversions': 0, 'spend': 0, 'revenue_generated': 0}
2025-10-29 20:15:15,132 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:15:15,132 | INFO | root | final_rows: 5400
2025-10-29 20:15:15,133 | INFO | root | rows_removed_total: 0
2025-10-29 20:15:15,172 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-29 20:15:15,177 | INFO | root | CLEANING REPORT: blinkit_products
2025-10-29 20:15:15,178 | INFO | root | initial_rows: 268
2025-10-29 20:15:15,178 | INFO | root | duplicates_removed: 0
2025-10-29 20:15:15,178 | INFO | root | missing_before: {'product_id': 0, 'product_name': 0, 'category': 0, 'brand': 0, 'price': 0, 'mrp': 0, 'margin_percentage': 0, 'shelf_life_days': 0, 'min_stock_level': 0, 'max_stock_level': 0}
2025-10-29 20:15:15,179 | INFO | root | final_rows: 268
2025-10-29 20:15:15,179 | INFO | root | rows_removed_total: 0
2025-10-29 20:15:15,615 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-29 20:15:15,813 | INFO | root | initial_rows: 186600
2025-10-29 20:15:15,813 | INFO | root | initial_missing: {'area': 0, 'date': 0, 'temperature': 0, 'precipitation': 0}
2025-10-29 20:15:15,814 | INFO | root | duplicates_removed: 0
2025-10-29 20:15:15,814 | INFO | root | rows_removed_missing_date: 0
2025-10-29 20:15:15,814 | INFO | root | final_rows: 186600
2025-10-29 20:15:15,814 | INFO | root | rows_removed_total: 0
2025-10-29 20:15:15,815 | INFO | root | final_missing: {'area': 0, 'date': 0, 'temperature': 0, 'precipitation': 0}
2025-10-29 20:15:16,257 | ERROR | data_pipeline | Failed to fetch table 'blinkit_inventory': Execution failed on sql 'SELECT * FROM blinkit_inventory;': ('42S02', "[42S02] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Invalid object name 'blinkit_inventory'. (208) (SQLExecDirectW)")
2025-10-29 20:15:16,263 | WARNING | data_pipeline | blinkit_inventory: No data returned. Skipped.
2025-10-29 20:16:42,389 | INFO | data_pipeline | Loaded CSV 'blinkit_inventory.csv' with 75172 rows, 4 columns
2025-10-29 20:16:42,938 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-29 20:16:42,961 | INFO | root | CLEANING REPORT: blinkit_orders
2025-10-29 20:16:42,962 | INFO | root | initial_rows: 5000
2025-10-29 20:16:42,962 | INFO | root | duplicates_removed: 0
2025-10-29 20:16:42,962 | INFO | root | missing_before: {'order_id': 0, 'customer_id': 0, 'order_date': 0, 'order_total': 0, 'payment_method': 0, 'store_id': 0, 'promised_delivery_time': 0, 'actual_delivery_time': 0, 'delivery_status': 0}
2025-10-29 20:16:42,963 | INFO | root | outliers_removed: 3
2025-10-29 20:16:42,963 | INFO | root | final_rows: 4997
2025-10-29 20:16:42,963 | INFO | root | rows_removed_total: 3
2025-10-29 20:16:43,048 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-29 20:16:43,054 | INFO | root | CLEANING REPORT: blinkit_order_items
2025-10-29 20:16:43,055 | INFO | root | initial_rows: 5000
2025-10-29 20:16:43,055 | INFO | root | duplicates_removed: 0
2025-10-29 20:16:43,055 | INFO | root | missing_before: {'order_id': 0, 'product_id': 0, 'quantity': 0, 'unit_price': 0}
2025-10-29 20:16:43,056 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:16:43,056 | INFO | root | final_rows: 5000
2025-10-29 20:16:43,056 | INFO | root | rows_removed_total: 0
2025-10-29 20:16:43,096 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-29 20:16:43,103 | INFO | root | CLEANING REPORT: blinkit_customers
2025-10-29 20:16:43,103 | INFO | root | initial_rows: 2500
2025-10-29 20:16:43,104 | INFO | root | missing_before: {'customer_id': 0, 'area': 0, 'pincode': 0, 'registration_date': 0, 'customer_segment': 0, 'total_orders': 0, 'avg_order_value': 0}
2025-10-29 20:16:43,104 | INFO | root | duplicates_removed: 0
2025-10-29 20:16:43,104 | INFO | root | final_rows: 2500
2025-10-29 20:16:43,104 | INFO | root | rows_removed_total: 0
2025-10-29 20:16:43,153 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-29 20:16:43,166 | INFO | root | CLEANING REPORT: blinkit_marketing_performance
2025-10-29 20:16:43,166 | INFO | root | initial_rows: 5400
2025-10-29 20:16:43,166 | INFO | root | duplicates_removed: 0
2025-10-29 20:16:43,167 | INFO | root | missing_before: {'campaign_id': 0, 'campaign_name': 0, 'date': 0, 'channel': 0, 'impressions': 0, 'clicks': 0, 'conversions': 0, 'spend': 0, 'revenue_generated': 0}
2025-10-29 20:16:43,167 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:16:43,168 | INFO | root | final_rows: 5400
2025-10-29 20:16:43,168 | INFO | root | rows_removed_total: 0
2025-10-29 20:16:43,210 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-29 20:16:43,215 | INFO | root | CLEANING REPORT: blinkit_products
2025-10-29 20:16:43,216 | INFO | root | initial_rows: 268
2025-10-29 20:16:43,216 | INFO | root | duplicates_removed: 0
2025-10-29 20:16:43,216 | INFO | root | missing_before: {'product_id': 0, 'product_name': 0, 'category': 0, 'brand': 0, 'price': 0, 'mrp': 0, 'margin_percentage': 0, 'shelf_life_days': 0, 'min_stock_level': 0, 'max_stock_level': 0}
2025-10-29 20:16:43,217 | INFO | root | final_rows: 268
2025-10-29 20:16:43,217 | INFO | root | rows_removed_total: 0
2025-10-29 20:16:43,222 | WARNING | data_pipeline | blinkit_weather_data: No data available. Skipped.
2025-10-29 20:16:43,267 | INFO | root | initial_rows: 75172
2025-10-29 20:16:43,267 | INFO | root | duplicates_removed: 0
2025-10-29 20:16:43,267 | INFO | root | missing_before: {'product_id': 0, 'date': 0, 'stock_received': 0, 'damaged_stock': 0}
2025-10-29 20:16:43,268 | INFO | root | rows_removed_missing_pk: 0
2025-10-29 20:16:43,268 | INFO | root | missing_after: {'product_id': 0, 'date': 0, 'stock_received': 0, 'damaged_stock': 0}
2025-10-29 20:16:43,268 | INFO | root | final_rows: 75172
2025-10-29 20:16:43,268 | INFO | root | rows_removed_total: 0
2025-10-29 20:18:21,593 | INFO | data_pipeline | Loaded CSV 'blinkit_inventory.csv' with 75172 rows, 4 columns
2025-10-29 20:18:22,130 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-29 20:18:22,152 | INFO | root | CLEANING REPORT: blinkit_orders
2025-10-29 20:18:22,153 | INFO | root | initial_rows: 5000
2025-10-29 20:18:22,153 | INFO | root | duplicates_removed: 0
2025-10-29 20:18:22,153 | INFO | root | missing_before: {'order_id': 0, 'customer_id': 0, 'order_date': 0, 'order_total': 0, 'payment_method': 0, 'store_id': 0, 'promised_delivery_time': 0, 'actual_delivery_time': 0, 'delivery_status': 0}
2025-10-29 20:18:22,153 | INFO | root | outliers_removed: 3
2025-10-29 20:18:22,153 | INFO | root | final_rows: 4997
2025-10-29 20:18:22,154 | INFO | root | rows_removed_total: 3
2025-10-29 20:18:22,218 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-29 20:18:22,223 | INFO | root | CLEANING REPORT: blinkit_order_items
2025-10-29 20:18:22,224 | INFO | root | initial_rows: 5000
2025-10-29 20:18:22,224 | INFO | root | duplicates_removed: 0
2025-10-29 20:18:22,224 | INFO | root | missing_before: {'order_id': 0, 'product_id': 0, 'quantity': 0, 'unit_price': 0}
2025-10-29 20:18:22,224 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:18:22,224 | INFO | root | final_rows: 5000
2025-10-29 20:18:22,225 | INFO | root | rows_removed_total: 0
2025-10-29 20:18:22,266 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-29 20:18:22,274 | INFO | root | CLEANING REPORT: blinkit_customers
2025-10-29 20:18:22,274 | INFO | root | initial_rows: 2500
2025-10-29 20:18:22,274 | INFO | root | missing_before: {'customer_id': 0, 'area': 0, 'pincode': 0, 'registration_date': 0, 'customer_segment': 0, 'total_orders': 0, 'avg_order_value': 0}
2025-10-29 20:18:22,275 | INFO | root | duplicates_removed: 0
2025-10-29 20:18:22,275 | INFO | root | final_rows: 2500
2025-10-29 20:18:22,275 | INFO | root | rows_removed_total: 0
2025-10-29 20:18:22,322 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-29 20:18:22,333 | INFO | root | CLEANING REPORT: blinkit_marketing_performance
2025-10-29 20:18:22,334 | INFO | root | initial_rows: 5400
2025-10-29 20:18:22,334 | INFO | root | duplicates_removed: 0
2025-10-29 20:18:22,334 | INFO | root | missing_before: {'campaign_id': 0, 'campaign_name': 0, 'date': 0, 'channel': 0, 'impressions': 0, 'clicks': 0, 'conversions': 0, 'spend': 0, 'revenue_generated': 0}
2025-10-29 20:18:22,335 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:18:22,335 | INFO | root | final_rows: 5400
2025-10-29 20:18:22,335 | INFO | root | rows_removed_total: 0
2025-10-29 20:18:22,382 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-29 20:18:22,391 | INFO | root | CLEANING REPORT: blinkit_products
2025-10-29 20:18:22,391 | INFO | root | initial_rows: 268
2025-10-29 20:18:22,392 | INFO | root | duplicates_removed: 0
2025-10-29 20:18:22,392 | INFO | root | missing_before: {'product_id': 0, 'product_name': 0, 'category': 0, 'brand': 0, 'price': 0, 'mrp': 0, 'margin_percentage': 0, 'shelf_life_days': 0, 'min_stock_level': 0, 'max_stock_level': 0}
2025-10-29 20:18:22,393 | INFO | root | final_rows: 268
2025-10-29 20:18:22,393 | INFO | root | rows_removed_total: 0
2025-10-29 20:18:22,400 | WARNING | data_pipeline | blinkit_weather_data: No data available. Skipped.
2025-10-29 20:18:22,452 | INFO | root | initial_rows: 75172
2025-10-29 20:18:22,452 | INFO | root | duplicates_removed: 0
2025-10-29 20:18:22,452 | INFO | root | missing_before: {'product_id': 0, 'date': 0, 'stock_received': 0, 'damaged_stock': 0}
2025-10-29 20:18:22,452 | INFO | root | rows_removed_missing_pk: 0
2025-10-29 20:18:22,452 | INFO | root | missing_after: {'product_id': 0, 'date': 0, 'stock_received': 0, 'damaged_stock': 0}
2025-10-29 20:18:22,452 | INFO | root | final_rows: 75172
2025-10-29 20:18:22,452 | INFO | root | rows_removed_total: 0
2025-10-29 20:18:48,411 | INFO | data_pipeline | Loaded CSV 'blinkit_inventory.csv' with 75172 rows, 4 columns
2025-10-29 20:18:48,835 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-29 20:18:48,858 | INFO | root | CLEANING REPORT: blinkit_orders
2025-10-29 20:18:48,858 | INFO | root | initial_rows: 5000
2025-10-29 20:18:48,858 | INFO | root | duplicates_removed: 0
2025-10-29 20:18:48,859 | INFO | root | missing_before: {'order_id': 0, 'customer_id': 0, 'order_date': 0, 'order_total': 0, 'payment_method': 0, 'store_id': 0, 'promised_delivery_time': 0, 'actual_delivery_time': 0, 'delivery_status': 0}
2025-10-29 20:18:48,859 | INFO | root | outliers_removed: 3
2025-10-29 20:18:48,859 | INFO | root | final_rows: 4997
2025-10-29 20:18:48,859 | INFO | root | rows_removed_total: 3
2025-10-29 20:18:48,927 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-29 20:18:48,933 | INFO | root | CLEANING REPORT: blinkit_order_items
2025-10-29 20:18:48,933 | INFO | root | initial_rows: 5000
2025-10-29 20:18:48,933 | INFO | root | duplicates_removed: 0
2025-10-29 20:18:48,934 | INFO | root | missing_before: {'order_id': 0, 'product_id': 0, 'quantity': 0, 'unit_price': 0}
2025-10-29 20:18:48,934 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:18:48,934 | INFO | root | final_rows: 5000
2025-10-29 20:18:48,934 | INFO | root | rows_removed_total: 0
2025-10-29 20:18:48,973 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-29 20:18:48,981 | INFO | root | CLEANING REPORT: blinkit_customers
2025-10-29 20:18:48,982 | INFO | root | initial_rows: 2500
2025-10-29 20:18:48,982 | INFO | root | missing_before: {'customer_id': 0, 'area': 0, 'pincode': 0, 'registration_date': 0, 'customer_segment': 0, 'total_orders': 0, 'avg_order_value': 0}
2025-10-29 20:18:48,982 | INFO | root | duplicates_removed: 0
2025-10-29 20:18:48,982 | INFO | root | final_rows: 2500
2025-10-29 20:18:48,983 | INFO | root | rows_removed_total: 0
2025-10-29 20:18:49,031 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-29 20:18:49,043 | INFO | root | CLEANING REPORT: blinkit_marketing_performance
2025-10-29 20:18:49,043 | INFO | root | initial_rows: 5400
2025-10-29 20:18:49,043 | INFO | root | duplicates_removed: 0
2025-10-29 20:18:49,043 | INFO | root | missing_before: {'campaign_id': 0, 'campaign_name': 0, 'date': 0, 'channel': 0, 'impressions': 0, 'clicks': 0, 'conversions': 0, 'spend': 0, 'revenue_generated': 0}
2025-10-29 20:18:49,043 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:18:49,043 | INFO | root | final_rows: 5400
2025-10-29 20:18:49,044 | INFO | root | rows_removed_total: 0
2025-10-29 20:18:49,096 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-29 20:18:49,104 | INFO | root | CLEANING REPORT: blinkit_products
2025-10-29 20:18:49,104 | INFO | root | initial_rows: 268
2025-10-29 20:18:49,104 | INFO | root | duplicates_removed: 0
2025-10-29 20:18:49,104 | INFO | root | missing_before: {'product_id': 0, 'product_name': 0, 'category': 0, 'brand': 0, 'price': 0, 'mrp': 0, 'margin_percentage': 0, 'shelf_life_days': 0, 'min_stock_level': 0, 'max_stock_level': 0}
2025-10-29 20:18:49,105 | INFO | root | final_rows: 268
2025-10-29 20:18:49,105 | INFO | root | rows_removed_total: 0
2025-10-29 20:18:49,553 | INFO | data_pipeline | Fetched 186600 rows from table 'blinkit_weather_data' (DB)
2025-10-29 20:18:49,755 | INFO | root | initial_rows: 186600
2025-10-29 20:18:49,755 | INFO | root | initial_missing: {'area': 0, 'date': 0, 'temperature': 0, 'precipitation': 0}
2025-10-29 20:18:49,756 | INFO | root | duplicates_removed: 0
2025-10-29 20:18:49,756 | INFO | root | rows_removed_missing_date: 0
2025-10-29 20:18:49,756 | INFO | root | final_rows: 186600
2025-10-29 20:18:49,756 | INFO | root | rows_removed_total: 0
2025-10-29 20:18:49,757 | INFO | root | final_missing: {'area': 0, 'date': 0, 'temperature': 0, 'precipitation': 0}
2025-10-29 20:18:50,186 | ERROR | data_pipeline | Failed to fetch table 'blinkit_inventory': Execution failed on sql 'SELECT * FROM blinkit_inventory;': ('42S02', "[42S02] [Microsoft][ODBC Driver 17 for SQL Server][SQL Server]Invalid object name 'blinkit_inventory'. (208) (SQLExecDirectW)")
2025-10-29 20:18:50,194 | WARNING | data_pipeline | blinkit_inventory: No data returned. Skipped.
2025-10-29 20:20:53,343 | INFO | data_pipeline | Loaded CSV 'blinkit_inventory.csv' with 75172 rows, 4 columns
2025-10-29 20:20:53,371 | INFO | data_pipeline | Loaded CSV 'blinkit_inventory.csv' with 75172 rows, 4 columns
2025-10-29 20:20:53,415 | INFO | root | initial_rows: 75172
2025-10-29 20:20:53,416 | INFO | root | duplicates_removed: 0
2025-10-29 20:20:53,416 | INFO | root | missing_before: {'product_id': 0, 'date': 0, 'stock_received': 0, 'damaged_stock': 0}
2025-10-29 20:20:53,416 | INFO | root | rows_removed_missing_pk: 0
2025-10-29 20:20:53,416 | INFO | root | missing_after: {'product_id': 0, 'date': 0, 'stock_received': 0, 'damaged_stock': 0}
2025-10-29 20:20:53,416 | INFO | root | final_rows: 75172
2025-10-29 20:20:53,416 | INFO | root | rows_removed_total: 0
2025-10-29 20:20:53,963 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_orders' (DB)
2025-10-29 20:20:53,985 | INFO | root | CLEANING REPORT: blinkit_orders
2025-10-29 20:20:53,986 | INFO | root | initial_rows: 5000
2025-10-29 20:20:53,986 | INFO | root | duplicates_removed: 0
2025-10-29 20:20:53,986 | INFO | root | missing_before: {'order_id': 0, 'customer_id': 0, 'order_date': 0, 'order_total': 0, 'payment_method': 0, 'store_id': 0, 'promised_delivery_time': 0, 'actual_delivery_time': 0, 'delivery_status': 0}
2025-10-29 20:20:53,986 | INFO | root | outliers_removed: 3
2025-10-29 20:20:53,987 | INFO | root | final_rows: 4997
2025-10-29 20:20:53,987 | INFO | root | rows_removed_total: 3
2025-10-29 20:20:54,051 | INFO | data_pipeline | Fetched 5000 rows from table 'blinkit_order_items' (DB)
2025-10-29 20:20:54,056 | INFO | root | CLEANING REPORT: blinkit_order_items
2025-10-29 20:20:54,057 | INFO | root | initial_rows: 5000
2025-10-29 20:20:54,057 | INFO | root | duplicates_removed: 0
2025-10-29 20:20:54,057 | INFO | root | missing_before: {'order_id': 0, 'product_id': 0, 'quantity': 0, 'unit_price': 0}
2025-10-29 20:20:54,057 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:20:54,058 | INFO | root | final_rows: 5000
2025-10-29 20:20:54,058 | INFO | root | rows_removed_total: 0
2025-10-29 20:20:54,114 | INFO | data_pipeline | Fetched 2500 rows from table 'blinkit_customers' (DB)
2025-10-29 20:20:54,125 | INFO | root | CLEANING REPORT: blinkit_customers
2025-10-29 20:20:54,126 | INFO | root | initial_rows: 2500
2025-10-29 20:20:54,126 | INFO | root | missing_before: {'customer_id': 0, 'area': 0, 'pincode': 0, 'registration_date': 0, 'customer_segment': 0, 'total_orders': 0, 'avg_order_value': 0}
2025-10-29 20:20:54,126 | INFO | root | duplicates_removed: 0
2025-10-29 20:20:54,127 | INFO | root | final_rows: 2500
2025-10-29 20:20:54,127 | INFO | root | rows_removed_total: 0
2025-10-29 20:20:54,186 | INFO | data_pipeline | Fetched 5400 rows from table 'blinkit_marketing_performance' (DB)
2025-10-29 20:20:54,201 | INFO | root | CLEANING REPORT: blinkit_marketing_performance
2025-10-29 20:20:54,201 | INFO | root | initial_rows: 5400
2025-10-29 20:20:54,201 | INFO | root | duplicates_removed: 0
2025-10-29 20:20:54,201 | INFO | root | missing_before: {'campaign_id': 0, 'campaign_name': 0, 'date': 0, 'channel': 0, 'impressions': 0, 'clicks': 0, 'conversions': 0, 'spend': 0, 'revenue_generated': 0}
2025-10-29 20:20:54,201 | INFO | root | rows_removed_missing_id: 0
2025-10-29 20:20:54,202 | INFO | root | final_rows: 5400
2025-10-29 20:20:54,202 | INFO | root | rows_removed_total: 0
2025-10-29 20:20:54,243 | INFO | data_pipeline | Fetched 268 rows from table 'blinkit_products' (DB)
2025-10-29 20:20:54,248 | INFO | root | CLEANING REPORT: blinkit_products
2025-10-29 20:20:54,249 | INFO | root | initial_rows: 268
2025-10-29 20:20:54,249 | INFO | root | duplicates_removed: 0
